Date,Region,Market,Store Type,Product Category,Collection Type,Product Family,SKU,Units Sold,Revenue,Average Selling Price,Inventory Units,Sell Through Rate,Gross Margin %,Return Rate,Customer Segment,Channel,Visual Merchandising Score,Stockout Flag,Promotion Flag
2023-01-02,Middle East,UAE,Boutique,Men's Shoes,Core,Loafer,LX-ME-03036,20,18377.0,918.85,6,0.763,0.5898,0.2156,Returning Client,E-commerce,7.0,0,0
2024-02-21,Europe,France,Flagship,Accessories,Core,Silk Scarf,LX-AC-03037,35,28867.24,827.26,16,0.6763,0.7096,0.1659,Returning Client,E-commerce,6.8,0,1
2024-07-02,North America,USA,Department Store,Men's Shoes,Core,Oxford,LX-ME-03038,9,7733.28,841.58,5,0.6373,0.623,0.1524,Returning Client,E-commerce,8.4,0,0
2023-01-23,Europe,Italy,Department Store,Leather Goods,Core,Clutch,LX-LE-03039,16,30552.0,1909.5,8,0.6423,0.6696,0.063,New Client,Retail,7.0,0,1
2024-03-29,Asia-Pacific,Japan,Department Store,Ready-to-Wear,Core,Coat,LX-RE-03040,7,15845.17,2166.12,1,0.7961,0.6047,0.0558,High Value,Clienteling,10.0,0,1
2024-07-10,Asia-Pacific,South Korea,E-commerce,Men's Shoes,Limited Edition,Loafer,LX-ME-03041,14,15628.11,1147.27,1,0.9082,0.604,0.1511,Returning Client,Retail,5.2,0,0
2023-01-31,Asia-Pacific,China,Boutique,Accessories,Core,Jewellery,LX-AC-03042,26,17535.91,667.45,9,0.7282,0.7053,0.0476,Returning Client,Clienteling,7.7,0,0
2024-12-19,Asia-Pacific,South Korea,E-commerce,Women's Shoes,Seasonal,Sandal,LX-WO-03043,7,6079.96,859.54,2,0.7732,0.5847,0.1887,New Client,Retail,7.7,0,1
2023-09-29,Europe,France,Boutique,Men's Shoes,Seasonal,Loafer,LX-ME-03044,9,7908.52,867.02,5,0.6277,0.5977,0.0554,New Client,Retail,7.9,0,0
2024-12-29,Europe,Italy,Department Store,Leather Goods,Core,Tote,LX-LE-03045,31,59705.36,1982.48,8,0.784,0.6744,0.0446,High Value,Retail,5.1,0,0
2024-03-14,Europe,France,Department Store,Leather Goods,Runway,Clutch,LX-LE-03046,11,25750.99,2355.13,7,0.5968,0.6979,0.0771,Returning Client,Retail,6.6,0,0
2023-08-02,North America,USA,Flagship,Women's Shoes,Seasonal,Sandal,LX-WO-03047,16,19524.5,1188.2,5,0.7396,0.6315,0.148,Returning Client,E-commerce,8.8,0,0
2024-05-14,Europe,France,E-commerce,Men's Shoes,Runway,Sneaker,LX-ME-03048,27,28219.99,1077.51,17,0.6101,0.557,0.1439,Returning Client,Retail,5.0,0,0
2024-06-05,North America,USA,Flagship,Leather Goods,Runway,Wallet,LX-LE-03049,6,18581.76,2972.13,2,0.7057,0.6907,0.0692,New Client,Retail,9.8,0,0
2023-11-15,Europe,France,Department Store,Ready-to-Wear,Core,Dress,LX-RE-03050,23,50675.13,2260.92,8,0.7408,0.5625,0.1929,Returning Client,E-commerce,5.3,0,0
2023-10-10,North America,USA,Department Store,Leather Goods,Seasonal,Handbag,LX-LE-03051,3,5431.13,1773.14,1,0.6536,0.7096,0.0544,Returning Client,Retail,8.4,0,0
2024-02-24,Europe,UK,E-commerce,Men's Shoes,Core,Derby,LX-ME-03052,6,5074.38,845.73,3,0.6578,0.5851,0.1663,Returning Client,Retail,7.0,0,0
2024-02-29,Asia-Pacific,China,Boutique,Leather Goods,Core,Handbag,LX-LE-03053,15,27372.17,1852.6,6,0.7047,0.7003,0.0596,Returning Client,Clienteling,6.0,0,1
2023-06-24,Middle East,UAE,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-03054,27,72171.64,2625.76,7,0.7905,0.6033,0.0616,New Client,Retail,8.2,0,1
2024-07-19,Asia-Pacific,South Korea,Department Store,Leather Goods,Seasonal,Wallet,LX-LE-03055,7,13530.94,1871.24,1,0.7819,0.681,0.1467,Returning Client,E-commerce,9.2,0,1
2023-07-22,Middle East,UAE,Boutique,Leather Goods,Runway,Clutch,LX-LE-03056,22,58742.23,2626.76,10,0.6729,0.663,0.0485,New Client,Clienteling,8.1,0,0
2024-06-11,Asia-Pacific,Japan,E-commerce,Accessories,Seasonal,Jewellery,LX-AC-03057,19,10356.91,543.47,10,0.6492,0.688,0.1916,New Client,Retail,7.2,0,1
2024-10-20,Middle East,UAE,Flagship,Leather Goods,Runway,Tote,LX-LE-03058,14,37817.29,2607.37,4,0.7607,0.6986,0.1687,New Client,E-commerce,9.4,0,0
2024-09-02,Middle East,UAE,Boutique,Accessories,Core,Belt,LX-AC-03059,19,12998.92,697.76,5,0.7749,0.7375,0.0461,New Client,Retail,5.7,0,0
2023-04-10,Europe,Italy,Department Store,Ready-to-Wear,Limited Edition,Coat,LX-RE-03060,18,59865.12,3325.84,1,0.9012,0.6467,0.1826,New Client,E-commerce,7.0,0,1
2023-11-12,Europe,UK,E-commerce,Accessories,Runway,Jewellery,LX-AC-03061,18,15166.4,850.23,6,0.7429,0.6621,0.1769,High Value,E-commerce,6.4,0,0
2024-10-11,Europe,UK,Boutique,Ready-to-Wear,Seasonal,Dress,LX-RE-03062,5,10591.55,2102.54,1,0.722,0.5516,0.1658,New Client,E-commerce,7.5,0,1
2023-11-18,Asia-Pacific,Japan,Boutique,Men's Shoes,Seasonal,Loafer,LX-ME-03063,6,4823.49,787.38,3,0.6441,0.6021,0.0467,New Client,Retail,8.4,0,1
2024-06-13,Middle East,UAE,Boutique,Men's Shoes,Core,Derby,LX-ME-03064,25,21699.9,869.3,6,0.789,0.6039,0.0764,Returning Client,Retail,6.9,0,1
2024-08-18,Middle East,UAE,Flagship,Ready-to-Wear,Core,Knitwear,LX-RE-03065,23,93904.22,2859.89,10,0.6767,0.5526,0.0244,VIC,Retail,7.9,0,0
2023-09-22,North America,USA,Department Store,Ready-to-Wear,Limited Edition,Dress,LX-RE-03066,17,51993.46,2999.94,1,0.8968,0.6112,0.0758,New Client,Retail,8.3,0,0
2024-01-13,North America,USA,Department Store,Men's Shoes,Core,Derby,LX-ME-03067,22,19806.69,866.51,6,0.7616,0.5921,0.0734,Returning Client,Retail,9.6,0,0
2024-01-26,Asia-Pacific,China,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-03068,13,32538.25,2395.16,8,0.5944,0.5861,0.1723,Returning Client,E-commerce,10.0,0,0
2024-03-31,Asia-Pacific,Japan,E-commerce,Men's Shoes,Core,Derby,LX-ME-03069,26,21604.55,835.96,5,0.8318,0.5966,0.1641,New Client,E-commerce,6.6,0,0
2024-10-23,Europe,Italy,Flagship,Accessories,Limited Edition,Sunglasses,LX-AC-03070,24,26413.38,1076.34,3,0.8869,0.7304,0.1682,High Value,E-commerce,8.5,0,0
2024-08-25,Europe,France,Boutique,Men's Shoes,Limited Edition,Sneaker,LX-ME-03071,13,15630.24,1342.13,0,0.9804,0.6339,0.0544,Returning Client,Retail,9.5,1,0
2023-08-27,Asia-Pacific,Japan,Boutique,Ready-to-Wear,Limited Edition,Blazer,LX-RE-03072,1,3166.02,3238.9,0,0.8951,0.611,0.053,New Client,Retail,5.5,0,0
2024-01-28,Asia-Pacific,South Korea,Department Store,Men's Shoes,Limited Edition,Sneaker,LX-ME-03073,15,18070.04,1224.88,1,0.8831,0.6408,0.0765,Returning Client,Retail,5.9,0,0
2024-12-14,North America,USA,E-commerce,Accessories,Core,Belt,LX-AC-03074,7,4273.33,614.16,3,0.6803,0.6869,0.2251,New Client,E-commerce,6.6,0,0
2024-01-21,Middle East,UAE,Department Store,Accessories,Limited Edition,Belt,LX-AC-03075,3,4281.31,1351.93,0,0.9879,0.7446,0.0178,VIC,Retail,8.6,1,0
2024-11-09,Asia-Pacific,South Korea,Boutique,Accessories,Limited Edition,Silk Scarf,LX-AC-03076,20,20699.2,1034.96,3,0.8589,0.7767,0.0406,New Client,Retail,7.0,0,0
2023-03-23,Europe,France,Boutique,Men's Shoes,Core,Sneaker,LX-ME-03077,23,22476.75,950.17,6,0.7777,0.6246,0.0452,Returning Client,Retail,8.9,0,0
2024-04-08,Asia-Pacific,China,Flagship,Accessories,Limited Edition,Jewellery,LX-AC-03078,5,5654.07,1104.31,0,0.9024,0.7867,0.0708,New Client,Clienteling,8.6,0,0
2024-11-26,Asia-Pacific,China,Flagship,Leather Goods,Core,Tote,LX-LE-03079,31,66936.92,2081.21,10,0.7493,0.7041,0.0743,High Value,Retail,9.5,0,1
2023-10-15,North America,USA,E-commerce,Ready-to-Wear,Core,Blazer,LX-RE-03080,13,27575.71,2190.2,3,0.7933,0.5466,0.1407,New Client,E-commerce,4.9,0,0
2024-06-18,North America,USA,Flagship,Women's Shoes,Seasonal,Pump,LX-WO-03081,31,34612.58,1093.57,21,0.591,0.6396,0.0757,High Value,Retail,8.4,0,1
2023-12-27,Asia-Pacific,Japan,Boutique,Accessories,Seasonal,Silk Scarf,LX-AC-03082,11,6426.34,597.66,5,0.6549,0.7273,0.0594,Returning Client,Retail,5.5,0,1
2024-01-24,North America,USA,Flagship,Leather Goods,Core,Handbag,LX-LE-03083,25,50727.12,1975.74,7,0.758,0.661,0.0769,Returning Client,Retail,8.8,0,0
2023-01-30,Europe,France,E-commerce,Women's Shoes,Limited Edition,Pump,LX-WO-03084,16,20740.02,1294.31,1,0.9332,0.6167,0.1407,New Client,Retail,7.1,0,0
2023-09-17,Middle East,UAE,E-commerce,Ready-to-Wear,Core,Coat,LX-RE-03085,3,6914.97,2281.04,0,0.7753,0.5679,0.1451,Returning Client,Retail,7.7,0,0
2023-09-04,North America,USA,Department Store,Ready-to-Wear,Seasonal,Blazer,LX-RE-03086,4,8951.43,2141.49,2,0.6093,0.5749,0.1415,Returning Client,E-commerce,10.0,0,0
2024-09-21,Europe,UK,Boutique,Men's Shoes,Seasonal,Loafer,LX-ME-03087,25,21955.64,850.17,13,0.6515,0.6009,0.0619,Returning Client,Retail,9.2,0,0
2024-03-22,Middle East,UAE,Boutique,Men's Shoes,Limited Edition,Loafer,LX-ME-03088,3,3023.68,1205.41,0,0.9375,0.6615,0.1512,New Client,E-commerce,8.5,1,0
2024-10-04,Europe,Italy,Department Store,Accessories,Seasonal,Sunglasses,LX-AC-03089,17,11119.12,662.01,6,0.723,0.7218,0.0704,Returning Client,Retail,6.2,0,0
2023-04-17,Asia-Pacific,South Korea,Department Store,Ready-to-Wear,Core,Dress,LX-RE-03090,4,8886.23,2144.36,2,0.632,0.6052,0.1735,New Client,E-commerce,9.4,0,0
2023-07-11,Asia-Pacific,Japan,Department Store,Men's Shoes,Core,Sneaker,LX-ME-03091,1,845.2,818.2,0,0.7099,0.6238,0.0451,New Client,Retail,9.2,0,0
2024-01-23,Europe,UK,Flagship,Accessories,Core,Jewellery,LX-AC-03092,17,12710.76,729.1,5,0.7638,0.727,0.0482,New Client,Retail,8.7,0,0
2024-09-07,Europe,UK,Boutique,Men's Shoes,Runway,Sneaker,LX-ME-03093,29,30518.86,1047.66,16,0.6307,0.5761,0.1911,Returning Client,E-commerce,7.3,0,0
2024-06-20,Europe,France,Flagship,Ready-to-Wear,Seasonal,Dress,LX-RE-03094,20,57248.8,2807.69,5,0.7767,0.5669,0.1543,High Value,E-commerce,8.3,0,1
2023-02-15,Asia-Pacific,China,E-commerce,Ready-to-Wear,Seasonal,Knitwear,LX-RE-03095,12,28354.99,2310.92,5,0.7001,0.572,0.1598,Returning Client,Retail,8.5,0,0
2023-01-11,Asia-Pacific,South Korea,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-03096,5,10943.01,2165.86,2,0.6983,0.5952,0.0509,New Client,Retail,7.7,0,0
2023-09-24,North America,USA,Flagship,Ready-to-Wear,Limited Edition,Dress,LX-RE-03097,2,8012.92,4006.46,0,0.8992,0.6387,0.0456,Returning Client,Clienteling,7.0,0,1
2023-11-25,Europe,France,Boutique,Accessories,Seasonal,Belt,LX-AC-03098,26,16918.08,659.6,14,0.6464,0.7495,0.1721,New Client,E-commerce,6.1,0,0
2023-03-07,Europe,UK,Department Store,Accessories,Seasonal,Belt,LX-AC-03099,22,27685.57,848.15,9,0.6985,0.7361,0.0984,VIC,E-commerce,7.5,0,0
2024-07-01,Europe,Italy,E-commerce,Leather Goods,Limited Edition,Handbag,LX-LE-03100,5,21914.16,3125.46,0,0.8478,0.7128,0.0735,VIC,Retail,4.6,0,0
2023-09-06,North America,USA,Boutique,Accessories,Core,Silk Scarf,LX-AC-03101,23,15221.43,660.81,8,0.7386,0.7315,0.041,New Client,Clienteling,7.1,0,0
2024-04-08,North America,USA,Department Store,Men's Shoes,Limited Edition,Loafer,LX-ME-03102,18,18743.26,1311.29,0,0.9783,0.6445,0.0572,New Client,Clienteling,9.2,1,0
2023-09-03,North America,USA,Boutique,Women's Shoes,Runway,Boot,LX-WO-03103,12,13766.99,1142.11,5,0.6899,0.6279,0.0577,Returning Client,Clienteling,7.3,0,0
2023-10-16,Europe,France,Department Store,Men's Shoes,Limited Edition,Loafer,LX-ME-03104,3,5812.39,1379.33,0,0.8598,0.6543,0.0136,VIC,Retail,9.7,0,0
2024-05-17,Europe,Italy,E-commerce,Accessories,Core,Belt,LX-AC-03105,22,15565.62,730.54,8,0.7248,0.6664,0.2069,Returning Client,E-commerce,4.9,0,0
2024-04-08,Asia-Pacific,South Korea,Boutique,Women's Shoes,Runway,Boot,LX-WO-03106,9,10357.67,1128.84,7,0.5585,0.6276,0.0509,Returning Client,Clienteling,8.3,0,0
2024-07-03,North America,USA,Boutique,Women's Shoes,Core,Pump,LX-WO-03107,10,9805.5,951.99,4,0.6981,0.6162,0.1911,Returning Client,E-commerce,9.0,0,1
2023-03-15,Middle East,UAE,E-commerce,Accessories,Core,Belt,LX-AC-03108,14,9331.12,652.8,4,0.7767,0.6692,0.1502,Returning Client,Retail,8.4,0,0
2023-05-28,Europe,France,Flagship,Women's Shoes,Limited Edition,Pump,LX-WO-03109,1,1889.33,1897.87,0,0.8818,0.6516,0.1901,Returning Client,E-commerce,6.7,0,0
2023-09-11,North America,USA,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-03110,14,27710.38,1994.27,7,0.6483,0.7008,0.0584,High Value,Retail,6.5,0,0
2024-03-21,Europe,UK,Department Store,Leather Goods,Seasonal,Clutch,LX-LE-03111,3,10162.49,2577.4,0,0.7642,0.6595,0.0735,VIC,E-commerce,8.1,0,0
2024-08-22,Europe,Italy,Department Store,Leather Goods,Limited Edition,Handbag,LX-LE-03112,7,20913.54,2904.86,0,0.8775,0.7275,0.058,High Value,Retail,8.9,0,0
2023-08-16,North America,USA,E-commerce,Leather Goods,Seasonal,Handbag,LX-LE-03113,4,7187.38,1832.58,2,0.6328,0.6596,0.1179,Returning Client,Retail,5.7,0,0
2024-03-19,North America,USA,Department Store,Women's Shoes,Core,Sneaker,LX-WO-03114,16,14914.0,940.59,7,0.6884,0.5983,0.0517,New Client,Retail,6.4,0,0
2023-01-31,North America,USA,Flagship,Leather Goods,Core,Tote,LX-LE-03115,16,62123.64,2554.41,5,0.7373,0.7075,0.0242,VIC,Retail,10.0,0,0
2023-08-02,North America,USA,Flagship,Women's Shoes,Core,Boot,LX-WO-03116,36,41617.56,1117.49,17,0.6778,0.6491,0.0716,High Value,Retail,9.3,0,0
2023-01-03,Middle East,UAE,E-commerce,Leather Goods,Core,Tote,LX-LE-03117,3,5272.0,1825.8,0,0.8545,0.6547,0.1845,New Client,Retail,4.5,0,0
2023-01-04,Middle East,UAE,Department Store,Leather Goods,Seasonal,Clutch,LX-LE-03118,23,47644.98,1990.89,10,0.6771,0.6852,0.0562,New Client,Retail,9.7,0,0
2024-06-11,Europe,France,Boutique,Accessories,Seasonal,Belt,LX-AC-03119,24,16087.88,653.66,10,0.686,0.7118,0.0567,Returning Client,Retail,8.7,0,1
2023-07-19,North America,USA,Department Store,Ready-to-Wear,Limited Edition,Dress,LX-RE-03120,18,57909.55,3222.03,1,0.9296,0.6299,0.0666,New Client,Retail,6.9,0,0
2024-10-24,Middle East,UAE,Boutique,Men's Shoes,Seasonal,Derby,LX-ME-03121,27,29311.99,1061.74,12,0.6915,0.5974,0.0767,High Value,Retail,8.5,0,0
2023-12-23,Europe,Italy,E-commerce,Ready-to-Wear,Core,Coat,LX-RE-03122,10,23137.55,2348.99,5,0.6513,0.5709,0.1715,Returning Client,Retail,6.0,0,0
2024-10-13,Europe,France,E-commerce,Accessories,Limited Edition,Sunglasses,LX-AC-03123,17,16865.13,1035.56,2,0.8641,0.7406,0.1493,New Client,Retail,4.2,0,0
2023-07-09,Asia-Pacific,China,Flagship,Men's Shoes,Seasonal,Derby,LX-ME-03124,6,5565.38,938.83,2,0.7231,0.6011,0.0462,Returning Client,Retail,6.2,0,1
2024-01-04,North America,USA,Boutique,Women's Shoes,Core,Sandal,LX-WO-03125,16,15402.28,958.33,6,0.7034,0.6124,0.1877,High Value,E-commerce,7.3,0,0
2024-11-07,Europe,France,Flagship,Women's Shoes,Runway,Boot,LX-WO-03126,35,50001.44,1407.5,11,0.7475,0.6402,0.067,New Client,Retail,8.0,0,0
2023-04-27,Asia-Pacific,South Korea,E-commerce,Ready-to-Wear,Seasonal,Knitwear,LX-RE-03127,31,69370.89,2306.98,11,0.7222,0.5276,0.1623,New Client,Retail,5.0,0,0
2024-10-26,North America,USA,E-commerce,Ready-to-Wear,Core,Blazer,LX-RE-03128,26,55337.89,2100.03,9,0.7367,0.5524,0.1257,High Value,Clienteling,7.9,0,0
2023-04-12,Middle East,UAE,Boutique,Women's Shoes,Core,Boot,LX-WO-03129,30,30688.5,1001.91,11,0.7145,0.5924,0.0446,New Client,Retail,8.4,0,1
2024-02-06,North America,USA,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-03130,6,21229.27,2795.94,2,0.6844,0.5917,0.0402,VIC,Clienteling,5.2,0,0
2024-12-04,Europe,UK,Boutique,Leather Goods,Core,Tote,LX-LE-03131,6,10427.6,1735.33,1,0.7521,0.6654,0.0657,Returning Client,Retail,7.1,0,0
2023-10-11,North America,USA,Boutique,Accessories,Core,Silk Scarf,LX-AC-03132,6,7485.51,812.57,1,0.7575,0.7284,0.0379,VIC,Retail,8.9,0,1
2023-09-08,North America,USA,Boutique,Women's Shoes,Seasonal,Pump,LX-WO-03133,8,8954.91,1096.34,4,0.6533,0.6023,0.1417,Returning Client,E-commerce,8.4,0,0
2024-12-17,Europe,UK,Flagship,Leather Goods,Limited Edition,Tote,LX-LE-03134,28,83353.58,2902.89,3,0.89,0.7171,0.0762,Returning Client,Retail,8.7,0,0
2024-05-01,North America,USA,Boutique,Leather Goods,Limited Edition,Clutch,LX-LE-03135,14,30590.64,2820.55,0,0.9718,0.718,0.0565,Returning Client,Clienteling,5.4,1,0
2024-08-26,North America,USA,Boutique,Women's Shoes,Core,Boot,LX-WO-03136,4,6603.35,1212.82,1,0.7151,0.6345,0.0155,VIC,Retail,6.9,0,0
2023-09-25,North America,USA,Department Store,Accessories,Seasonal,Jewellery,LX-AC-03137,15,10225.59,677.64,6,0.6917,0.7214,0.2192,High Value,E-commerce,7.4,0,0
2024-05-03,Europe,Italy,Boutique,Men's Shoes,Core,Sneaker,LX-ME-03138,15,14513.58,939.39,2,0.8387,0.6234,0.0667,Returning Client,Retail,9.0,0,0
2023-09-14,Asia-Pacific,Japan,Flagship,Leather Goods,Runway,Handbag,LX-LE-03139,8,23712.84,2844.63,7,0.5246,0.6903,0.0613,Returning Client,Retail,9.8,0,1
2024-11-22,Europe,France,Department Store,Men's Shoes,Seasonal,Loafer,LX-ME-03140,8,6886.6,839.42,5,0.5957,0.6043,0.0712,High Value,Clienteling,8.7,0,0
2024-09-25,Asia-Pacific,China,E-commerce,Accessories,Runway,Silk Scarf,LX-AC-03141,18,13771.19,787.51,8,0.6888,0.6758,0.163,Returning Client,Retail,5.1,0,0
2023-07-02,Europe,France,Flagship,Women's Shoes,Seasonal,Sandal,LX-WO-03142,27,30938.88,1107.67,5,0.8183,0.6416,0.0518,Returning Client,Clienteling,9.3,0,1
2023-10-03,Asia-Pacific,Japan,Department Store,Accessories,Seasonal,Jewellery,LX-AC-03143,11,7047.08,632.11,2,0.8375,0.7026,0.1883,Returning Client,E-commerce,7.9,0,0
2023-10-01,Middle East,UAE,Department Store,Men's Shoes,Core,Derby,LX-ME-03144,2,1742.51,891.31,0,0.7567,0.5726,0.0464,New Client,Retail,5.5,0,0
2024-07-03,Asia-Pacific,China,Boutique,Leather Goods,Limited Edition,Wallet,LX-LE-03145,1,2404.57,2765.28,0,0.9478,0.6924,0.1568,Returning Client,E-commerce,9.1,1,0
2024-08-23,North America,USA,Flagship,Men's Shoes,Limited Edition,Oxford,LX-ME-03146,23,36190.44,1532.13,2,0.9073,0.6258,0.0494,Returning Client,Retail,8.8,0,1
2023-03-23,Asia-Pacific,China,E-commerce,Ready-to-Wear,Core,Blazer,LX-RE-03147,22,93914.49,2893.91,5,0.8052,0.5497,0.0885,VIC,Retail,6.7,0,0
2024-05-06,North America,USA,Flagship,Accessories,Seasonal,Jewellery,LX-AC-03148,31,21506.39,663.88,18,0.6283,0.7342,0.1734,High Value,E-commerce,10.0,0,0
2023-10-20,Europe,Italy,Flagship,Leather Goods,Core,Handbag,LX-LE-03149,13,27893.4,2161.86,3,0.7977,0.7049,0.0782,Returning Client,Retail,6.5,0,0
2024-10-18,Asia-Pacific,China,Flagship,Leather Goods,Limited Edition,Clutch,LX-LE-03150,15,44947.28,2900.76,1,0.8983,0.7461,0.0775,New Client,Retail,9.2,0,0
2024-10-27,North America,USA,Department Store,Accessories,Core,Jewellery,LX-AC-03151,12,7987.64,658.72,3,0.7822,0.7034,0.056,Returning Client,Retail,7.7,0,0
2024-06-14,Asia-Pacific,South Korea,Boutique,Ready-to-Wear,Core,Coat,LX-RE-03152,2,4377.57,2146.92,0,0.7678,0.5581,0.048,New Client,Retail,8.3,0,0
2023-09-13,Europe,France,Department Store,Women's Shoes,Core,Pump,LX-WO-03153,4,3866.76,978.43,0,0.8038,0.6009,0.0663,High Value,Retail,6.2,0,0
2023-05-25,Europe,France,Boutique,Women's Shoes,Core,Sandal,LX-WO-03154,22,21440.61,987.91,11,0.6634,0.622,0.1548,Returning Client,E-commerce,6.1,0,0
2024-12-18,Asia-Pacific,South Korea,Department Store,Ready-to-Wear,Core,Coat,LX-RE-03155,18,42439.87,2279.14,4,0.7995,0.5615,0.0771,Returning Client,Clienteling,9.3,0,0
2024-03-26,Middle East,UAE,Department Store,Men's Shoes,Seasonal,Derby,LX-ME-03156,19,17384.87,934.62,6,0.7445,0.6203,0.1574,New Client,E-commerce,5.6,0,0
2024-04-12,Asia-Pacific,China,Boutique,Accessories,Core,Jewellery,LX-AC-03157,24,16095.41,664.66,8,0.7448,0.7447,0.1932,New Client,E-commerce,7.6,0,0
2023-02-22,Asia-Pacific,South Korea,Boutique,Leather Goods,Seasonal,Handbag,LX-LE-03158,28,46462.52,1700.18,21,0.563,0.657,0.0558,Returning Client,Retail,5.4,0,0
2024-10-18,North America,USA,Boutique,Women's Shoes,Runway,Sneaker,LX-WO-03159,21,26663.82,1254.65,11,0.6403,0.6149,0.0745,Returning Client,Retail,7.8,0,0
2023-03-24,Asia-Pacific,China,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-03160,23,49677.24,2131.11,7,0.7625,0.6701,0.0609,Returning Client,Retail,7.9,0,0
2024-12-02,North America,USA,Flagship,Accessories,Limited Edition,Silk Scarf,LX-AC-03161,27,27555.5,1006.98,1,0.9385,0.7509,0.0757,Returning Client,Retail,7.9,0,0
2023-03-30,Asia-Pacific,South Korea,Department Store,Ready-to-Wear,Seasonal,Dress,LX-RE-03162,8,18884.81,2374.85,6,0.5542,0.5957,0.0529,High Value,Retail,6.6,0,0
2023-01-17,North America,USA,Flagship,Women's Shoes,Core,Sneaker,LX-WO-03163,8,9110.9,1112.17,2,0.76,0.6272,0.2028,New Client,E-commerce,8.6,0,0
2023-10-22,Middle East,UAE,Boutique,Accessories,Core,Silk Scarf,LX-AC-03164,14,9534.99,695.68,7,0.6526,0.7165,0.1669,New Client,E-commerce,5.6,0,0
2023-01-10,Europe,Italy,Boutique,Leather Goods,Core,Wallet,LX-LE-03165,18,36134.72,1963.31,5,0.7639,0.701,0.1848,Returning Client,E-commerce,8.5,0,0
2023-10-20,Asia-Pacific,South Korea,Flagship,Accessories,Core,Belt,LX-AC-03166,14,10367.7,740.55,4,0.742,0.6933,0.0518,New Client,Retail,7.0,0,0
2024-07-19,Europe,UK,Boutique,Leather Goods,Runway,Handbag,LX-LE-03167,8,18465.43,2224.75,4,0.6479,0.6741,0.213,Returning Client,E-commerce,9.5,0,0
2023-04-02,Asia-Pacific,Japan,Boutique,Men's Shoes,Limited Edition,Loafer,LX-ME-03168,6,6941.44,1139.81,0,0.8932,0.6306,0.0663,High Value,Clienteling,8.0,0,0
2024-09-03,Europe,UK,Flagship,Men's Shoes,Seasonal,Sneaker,LX-ME-03169,17,15333.76,904.7,7,0.6848,0.5937,0.0708,High Value,Clienteling,6.8,0,0
2024-03-31,North America,USA,Department Store,Ready-to-Wear,Core,Blazer,LX-RE-03170,31,65548.81,2156.53,9,0.7612,0.6056,0.0547,New Client,Retail,5.7,0,1
2024-02-11,Europe,France,Boutique,Accessories,Core,Jewellery,LX-AC-03171,26,19621.42,742.42,10,0.7028,0.7024,0.0491,New Client,Retail,8.1,0,0
2023-06-03,Asia-Pacific,South Korea,Flagship,Leather Goods,Seasonal,Wallet,LX-LE-03172,1,3728.71,2890.53,0,0.5927,0.6767,0.0162,VIC,Retail,9.2,0,1
2024-05-17,Middle East,UAE,Department Store,Accessories,Limited Edition,Sunglasses,LX-AC-03173,4,7502.81,1221.22,0,0.8685,0.7387,0.0276,VIC,Retail,9.5,0,1
2023-09-18,Middle East,UAE,E-commerce,Accessories,Seasonal,Belt,LX-AC-03174,19,10733.01,587.82,9,0.664,0.6705,0.1278,High Value,Retail,4.4,0,0
2024-06-12,North America,USA,Flagship,Women's Shoes,Core,Pump,LX-WO-03175,1,1191.36,1140.06,0,0.6515,0.6227,0.0796,Returning Client,Retail,10.0,0,0
2024-05-28,Asia-Pacific,Japan,Department Store,Accessories,Core,Jewellery,LX-AC-03176,4,2580.08,660.88,0,0.8262,0.7032,0.0672,Returning Client,Clienteling,5.4,0,0
2024-10-04,North America,USA,Department Store,Leather Goods,Seasonal,Clutch,LX-LE-03177,18,36791.39,1990.23,13,0.5714,0.676,0.0439,Returning Client,Retail,8.8,0,0
2023-05-12,Europe,UK,Boutique,Accessories,Limited Edition,Sunglasses,LX-AC-03178,10,17047.69,1184.72,1,0.9027,0.7679,0.0349,VIC,Retail,7.0,0,1
2024-12-12,Europe,France,Department Store,Leather Goods,Seasonal,Tote,LX-LE-03179,13,27864.14,2077.94,8,0.614,0.6681,0.0745,Returning Client,Retail,9.1,0,1
2023-01-05,Europe,Italy,E-commerce,Leather Goods,Seasonal,Handbag,LX-LE-03180,6,10584.14,1855.89,2,0.6813,0.6721,0.1738,New Client,Retail,3.7,0,0
2024-11-22,Europe,Italy,Boutique,Leather Goods,Seasonal,Tote,LX-LE-03181,28,56655.32,1990.56,11,0.7163,0.6984,0.0628,New Client,Retail,8.1,0,0
2024-09-02,Asia-Pacific,Japan,Boutique,Leather Goods,Seasonal,Clutch,LX-LE-03182,2,4188.8,2007.09,1,0.6259,0.6834,0.1878,New Client,E-commerce,9.9,0,0
2024-06-11,Asia-Pacific,South Korea,Department Store,Leather Goods,Seasonal,Clutch,LX-LE-03183,8,14655.12,1885.63,3,0.6823,0.6923,0.0742,High Value,Clienteling,5.1,0,1
2024-08-16,Europe,UK,Flagship,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-03184,16,63789.3,3893.39,2,0.8556,0.6001,0.0782,New Client,Retail,8.6,0,0
